90,0,0
89.6962968,-0.0191664,0
88.7709978,-0.0529803,0
87.2320095,-0.0426375,0
85.1271579,0.0506835,0
82.5061545,0.2425266,0
79.4262528,0.5484042,0
75.9590928,0.9696321,0
72.1759779,1.4912253,0
68.1443901,2.0904138,0
63.9297783,2.7383697,0
59.5938132,3.3976917,0
55.1830059,4.0241979,0
50.728374,4.5858204,0
46.2618765,5.0630985,0
41.8158081,5.4428697,0
37.424907,5.718663,0
33.1262226,5.8866975,0
28.9576656,5.9456772,0
24.957882,5.894748,0
21.162177,5.7327804,0
17.6018157,5.4617391,0
14.304528,5.0861727,0
11.2931415,4.6162485,0
8.591571,4.0688307,0
6.2253666,3.460536,0
4.2163317,2.80737,0
2.5817139,2.1274992,0
1.3349106,1.443375,0
0.4860558,0.7847856,0
0.2022246,0.461691,0
0.0938871,0.2912733,0
0.0247509,0.1334088,0
0.0022032,0.037386,0
0.0040266,-0.047313,0
0.0368415,-0.1274859,0
0.0985473,-0.2116602,0
0.2332269,-0.3429963,0
0.4135077,-0.4795731,0
0.7812774,-0.703134,0
1.8978615,-1.1828799,0
3.4540713,-1.6505793,0
5.4272232,-2.0870478,0
7.7975208,-2.4737877,0
10.5450678,-2.795913,0
13.6511136,-3.0434364,0
17.0917677,-3.2127948,0
20.8397871,-3.302937,0
24.8634054,-3.3172515,0
29.127339,-3.2618754,0
33.5905488,-3.1473225,0
38.2071204,-2.9845647,0
42.9260085,-2.7867186,0
47.6918649,-2.5644303,0
52.4475675,-2.3277708,0
57.1349583,-2.0840112,0
61.6967379,-1.8397116,0
66.0770622,-1.5991857,0
70.2226953,-1.3666914,0
74.0834568,-1.1452212,0
77.6117583,-0.938619,0
80.763228,-0.7480737,0
83.498427,-0.5747193,0
85.7831175,-0.4176261,0
87.5886849,-0.2758653,0
88.8988149,-0.1438146,0
89.7145686,-0.0393003,0
90,0,0
